Approved symbol	Approved name	RefSeq IDs	NCBI Gene ID(supplied by NCBI)
ATP5PBP6	ATP synthase peripheral stalk-membrane subunit b pseudogene 6		645440
RPL17P6	ribosomal protein L17 pseudogene 6	NG_010347	645441
ATP5F1AP3	ATP synthase F1 subunit alpha pseudogene 3	NG_008672	645443
RPL21P68	ribosomal protein L21 pseudogene 68	NG_010409	645452
RLIMP3	ring finger protein, LIM domain interacting pseudogene 3		645453
CEP170P1	centrosomal protein 170 pseudogene 1	NR_003135.2	645455
S100A11P3	S100A11 pseudogene 3		645474
AHCYP7	adenosylhomocysteinase pseudogene 7	NG_022129	645486
GYG1P3	glycogenin 1 pseudogene 3		645506
SEPTIN7P14	septin 7 pseudogene 14		645513
FAM138A	family with sequence similarity 138 member A	NR_026818	645520
FAM238A	family with sequence similarity 238 member A	NR_026793	645528
ACRP1	ACR pseudogene 1	NG_021518	645529
GOT2P1	GOT2 pseudogene 1		645538
IGBP1C	IGBP1 family member C	NM_001395966	645545
HSPD1P6	heat shock protein family D (Hsp60) member 1 pseudogene 6	XR_017400	645548
IGFL2-AS1	IGFL2 antisense RNA 1		645553
FAM90A22	family with sequence similarity 90 member A22	NM_001397382	645558
ATP5F1CP1	ATP synthase F1 subunit gamma pseudogene 1	NG_004656	645560
PRADC1P1	protease associated domain containing 1 pseudogene 1		645571
FAM90A23	family with sequence similarity 90 member A23	NM_001397380	645572
RPS4XP19	ribosomal protein S4X pseudogene 19	NG_011021	645573
EIF4BP6	eukaryotic translation initiation factor 4B pseudogene 6	NG_005592	645579
LHFPL3-AS1	LHFPL3 antisense RNA 1	NR_034142	645591
WIZP1	WIZ pseudogene 1	NG_021812	645598
AK4P3	adenylate kinase 4 pseudogene 3	NG_007564	645619
RPS13P8	ribosomal protein S13 pseudogene 8	NG_011321	645630
WFDC21P	WAP four-disulfide core domain 21, pseudogene	NR_030732	645638
MESTP3	mesoderm specific transcript pseudogene 3		645641
FAM32CP	family with sequence similarity 32 member C, pseudogene		645646
FAM90A14	family with sequence similarity 90 member A14	NM_001164452	645651
MT1XP1	metallothionein 1X pseudogene 1		645652
RPL31P48	ribosomal protein L31 pseudogene 48	NG_011352	645654
RPSAP56	ribosomal protein SA pseudogene 56	NG_011353	645656
TUFMP1	Tu translation elongation factor, mitochondrial pseudogene 1		645668
ASH1L-AS1	ASH1L antisense RNA 1	NR_027023	645676
KPNA2P2	karyopherin subunit alpha 2 pseudogene 2	NG_009427	645680
POU5F1P4	POU class 5 homeobox 1 pseudogene 4		645682
RPL13AP3	ribosomal protein L13a pseudogene 3	NG_009565	645683
GTF2IP3	general transcription factor IIi pseudogene 3	NG_023043	645686
LINC00520	long intergenic non-protein coding RNA 520	NR_026796	645687
RPL12P38	ribosomal protein L12 pseudogene 38	NG_010298	645688
HNRNPA1P35	heterogeneous nuclear ribonucleoprotein A1 pseudogene 35		645691
EEF1A1P22	eukaryotic translation elongation factor 1 alpha 1 pseudogene 22		645693
HTR5BP	5-hydroxytryptamine receptor 5B, pseudogene	NG_008325	645694
ZNF890P	zinc finger protein 890, pseudogene	NR_034163	645700
RPS10P23	ribosomal protein S10 pseudogene 23	NG_011365	645713
EEF1A1P24	eukaryotic translation elongation factor 1 alpha 1 pseudogene 24	XR_017484	645715
NOS2P1	nitric oxide synthase 2 pseudogene 1		645740
TAF5LP1	TATA-box binding protein associated factor 5 like pseudogene 1	NG_022466	645744
MT1HL1	metallothionein 1H like 1	NM_001039954	645745
GOLGA6FP	golgin A6 family member F, pseudogene		645752
LGALS9DP	galectin 9D, pseudogene		645754
PARP4P2	poly(ADP-ribose) polymerase family member 4 pseudogene 2	NG_011399	645771
TUBAP10	tubulin alpha pseudogene 10		645773
ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2		645784
RPL3P3	ribosomal protein L3 pseudogene 3	NG_009544	645798
DAZAP2P1	DAZ associated protein 2 pseudogene 1		645805
RPL5P10	ribosomal protein L5 pseudogene 10	NG_009583	645807
HSPD1P2	heat shock protein family D (Hsp60) member 1 pseudogene 2		645808
RPL23AP56	ribosomal protein L23a pseudogene 56	NG_011378	645809
CCDC154	coiled-coil domain containing 154	NM_001143980	645811
SEBOX	SEBOX homeobox	NM_001080837	645832
KRT8P15	keratin 8 pseudogene 15	NT_005403	645834
USP17L3	ubiquitin specific peptidase 17 like family member 3	NM_001256871	645836
TMEM248P1	transmembrane protein 248 pseudogene 1		645841
TMEM14EP	transmembrane protein 14E, pseudogene	NR_132656	645843
RPL7AP58	ribosomal protein L7a pseudogene 58	NG_011385	645846
SF3A2P1	SF3A2 pseudogene 1	NG_022218	645852
RPS10P17	ribosomal protein S10 pseudogene 17	NG_011162	645857
MIX23P1	MIX23 pseudogene 1	NG_009486	645859
CHCHD4P1	coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 1		645862
MAGEB17	MAGE family member B17	NM_001277307	645864
FAM90A12P	family with sequence similarity 90 member A12, pseudogene	NG_032086	645879
RPS7P5	ribosomal protein S7 pseudogene 5	NG_011309	645884
RPS28P4	ribosomal protein S28 pseudogene 4	NG_005979	645899
LAPTM4BP1	lysosomal protein transmembrane 4 beta pseudogene 1		645900
RPS11P2	ribosomal protein S11 pseudogene 2	NG_010147	645916
RPS13P7	ribosomal protein S13 pseudogene 7	NG_011355	645918
S100A7L2	S100 calcium binding protein A7 like 2	NG_056907	645922
MCFD2P1	multiple coagulation factor deficiency 2 pseudogene 1	NG_009330	645927
HMGN2P31	high mobility group nucleosomal binding domain 2 pseudogene 31		645930
FEN1P1	flap structure-specific endonuclease 1 pseudogene 1	NG_005887	645931
CAPZA1P3	CAPZA1 pseudogene 3	NG_022610	645938
THAP12P8	THAP domain containing 12 pseudogene 8		645939
HNRNPA1P32	heterogeneous nuclear ribonucleoprotein A1 pseudogene 32	NG_030272	645940
LINC01822	long intergenic non-protein coding RNA 1822		645949
HNRNPA1P1	heterogeneous nuclear ribonucleoprotein A1 pseudogene 1	NG_008821	645950
SVIL2P	supervillin family member 2, pseudogene	NR_036438	645954
RPS3P7	ribosomal protein S3 pseudogene 7	NG_011363	645957
RPS18P9	ribosomal protein S18 pseudogene 9	NG_010375	645958
RPL10P19	ribosomal protein L10 pseudogene 19		645960
SPATA31C2	SPATA31 subfamily C member 2	NM_001166137	645961
RPL23AP20	ribosomal protein L23a pseudogene 20	NG_009606	645962
RPS3AP25	RPS3A pseudogene 25	NG_005352	645968
SELENOTP1	selenoprotein T pseudogene 1		645969
ATP5PBP2	ATP synthase peripheral stalk-membrane subunit b pseudogene 2		645973
PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	NM_001042506	645974
ACER2P1	ACER2 pseudogene 1	NG_030142	645978
RPS26P31	ribosomal protein S26 pseudogene 31	NG_009433	645979
CFL1P4	cofilin 1 pseudogene 4		645980
RPL31P57	ribosomal protein L31 pseudogene 57	NG_010546	645993
NAP1L6P	nucleosome assembly protein 1 like 6, pseudogene	NR_027291	645996
RPL10AP5	ribosomal protein L10a pseudogene 5	NG_009789	645998
SLC35G4	solute carrier family 35 member G4	NM_001282300	646000
RPS17P3	ribosomal protein S17 pseudogene 3	NG_009636	646013
YWHAZP8	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 8	NG_022672	646016
CBY3	chibby family member 3	NM_001164444	646019
ADORA2A-AS1	ADORA2A antisense RNA 1	NR_028483	646023
RAET1K	retinoic acid early transcript 1K pseudogene	NR_024045	646024
LINC03030	long intergenic non-protein coding RNA 3030	NR_130930	646029
HMGN2P20	high mobility group nucleosomal binding domain 2 pseudogene 20		646049
AIDAP1	AIDA pseudogene 1	NG_021555	646050
SLC20A1P3	solute carrier family 20 member 1 pseudogene 3		646052
PMM2P2	phosphomannomutase 2 pseudogene 2		646065
TAF11L5	TATA-box binding protein associated factor 11 like 5	NM_001401699	646066
CICP18	capicua transcriptional repressor pseudogene 18		646070
POM121L10P	POM121 transmembrane nucleoporin like 10, pseudogene	NR_024593	646074
RPL29P23	ribosomal protein L29 pseudogene 23	NG_011381	646077
RAB11FIP1P1	RAB11 family interacting protein 1 pseudogene 1		646080
PA2G4P6	proliferation-associated 2G4 pseudogene 6		646083
PSMC1P7	proteasome 26S subunit, ATPase 1 pseudogene 7		646085
WDR45BP1	WD repeat domain 45B pseudogene 1	NG_005857	646086
IMP3P1	IMP3 pseudogene 1		646087
RHPN2P1	rhophilin Rho GTPase binding protein 2 pseudogene 1	XR_017120	646090
RPS8P7	ribosomal protein S8 pseudogene 7	NG_011062	646093
CHEK2P2	CHEK2 pseudogene 2	NR_038836	646096
TAF11L3	TATA-box binding protein associated factor 11 like 3	NM_001401700	646103
RPL32P16	ribosomal protein L32 pseudogene 16	NG_006650	646104
RPS7P14	ribosomal protein S7 pseudogene 14	NG_011138	646108
SERTAD4BP	SERTA domain containing 4B, pseudogene	NR_015358	646113
AKAP8P1	A-kinase anchoring protein 8 pseudogene 1	NG_021607	646114
RPS8P4	ribosomal protein S8 pseudogene 4	NG_009795	646119
TERF1P7	TERF1 pseudogene 7		646127
RPL26P21	ribosomal protein L26 pseudogene 21	NG_010072	646161
DDX39AP1	DEAD-box helicase 39A pseudogene 1		646164
LRRC77P	leucine rich repeat containing 77, pseudogene	NR_033843	646168
EIF4A2P1	eukaryotic translation initiation factor 4A2 pseudogene 1		646171
C16orf90	chromosome 16 open reading frame 90	NM_001080524	646174
RPL36AP48	ribosomal protein L36a pseudogene 48	NG_010166	646175
SPATA31E2P	SPATA31 subfamily E member 2, pseudogene	NG_022095	646177
RPL18AP13	ribosomal protein L18a pseudogene 13	NG_010245	646189
NOP56P1	NOP56 ribonucleoprotein pseudogene 1	NG_006572	646192
TRAPPC13P1	trafficking protein particle complex 13 pseudogene 1		646193
RPS28P7	ribosomal protein S28 pseudogene 7	NG_005980	646195
SMARCE1P6	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 6		646196
BASP1P1	BASP1 pseudogene 1	NR_033774	646201
TLK2P1	tousled like kinase 2 pseudogene 1		646202
NUS1P2	NUS1 pseudogene 2		646208
SS18L2P1	SS18 like 2 pseudogene 1	NG_005608	646213
PRDX2P2	peroxiredoxin 2 pseudogene 2	NG_022167	646218
ARPP19P1	ARPP19 pseudogene 1	NG_012241	646227
AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1		646231
RPS27P10	ribosomal protein S27 pseudogene 10	NG_009589	646233
LINC02223	long intergenic non-protein coding RNA 2223	NR_134286	646241
CXADRP2	CXADR pseudogene 2		646243
PCED1CP	PC-esterase domain containing 1C, pseudogene	NG_022894	646249
RPL19P16	ribosomal protein L19 pseudogene 16	NG_010575	646255
SAR1AP1	secretion associated Ras related GTPase 1A pseudogene 1	NG_009576	646260
LACTBL1	lactamase beta like 1	NM_001289974	646262
LINC01704	long intergenic non-protein coding RNA 1704		646268
RPS4XP8	ribosomal protein S4X pseudogene 8	NG_010649	646269
ELL2P1	elongation factor for RNA polymerase II 2 pseudogene 1		646270
HSPD1P15	heat shock protein family D (Hsp60) member 1 pseudogene 15		646273
PDCD6IPP2	PDCD6IP pseudogene 2		646278
AZGP1P1	AZGP1 pseudogene 1		646282
RPS2P29	ribosomal protein S2 pseudogene 29	NG_010793	646294
COL6A4P2	collagen type VI alpha 4 pseudogene 2	NR_027898	646300
NAMPTP1	nicotinamide phosphoribosyltransferase pseudogene 1	NG_005593	646309
TERF1P3	TERF1 pseudogene 3	XR_038210	646316
LINC00607	long intergenic non-protein coding RNA 607	NR_037195	646324
BTBD6P1	BTB domain containing 6 pseudogene 1	NG_011624	646330
RPL7P58	ribosomal protein L7 pseudogene 58		646346
ARL6IP1P2	ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 2	NG_022169	646348
TERF1P2	TERF1 pseudogene 2		646359
TMEM161BP1	transmembrane protein 161B pseudogene 1	NG_022901	646360
FTH1P13	ferritin heavy chain 1 pseudogene 13		646362
MAS1LP1	MAS1L pseudogene 1	NG_009738	646366
IGHV1OR15-3	immunoglobulin heavy variable 1/OR15-3 (pseudogene)		646370
PYHIN5P	pyrin and HIN domain family member 5, pseudogene		646377
DDX18P5	DEAD-box helicase 18 pseudogene 5	XR_017110	646378
IGHV1OR15-4	immunoglobulin heavy variable 1/OR15-4 (pseudogene)		646379
DPPA5P1	developmental pluripotency associated 5 pseudogene 1	NG_028001	646382
ZBTB44-DT	ZBTB44 divergent transcript	NR_148980	646383
IRX1P1	iroquois homeobox 1 pseudogene 1	NG_009487	646390
NIP7P2	NIP7 pseudogene 2	NG_022272	646392
REREP3	arginine-glutamic acid dipeptide repeats pseudogene 3	NR_033735	646396
TPTE2P1	TPTE2 pseudogene 1		646405
DGAT2L7P	diacylglycerol O-acyltransferase 2 like 7, pseudogene		646409
RPL29P5	ribosomal protein L29 pseudogene 5	NG_010073	646417
SPINK8	serine peptidase inhibitor Kazal type 8 (putative)	NM_001080525	646424
RPL32P19	ribosomal protein L32 pseudogene 19	NG_006954	646433
CCT3P1	chaperonin containing TCP1 subunit 3 pseudogene 1	NG_022409	646440
SNX19P3	sorting nexin 19 pseudogene 3	NG_006944	646442
RPL27P2	ribosomal protein L27 pseudogene 2	NG_010249	646446
ARIH2OS	ARIH2 opposite strand lncRNA	NR_161301	646450
C19orf67	chromosome 19 open reading frame 67	NM_001277378	646457
UBE2HP1	ubiquitin conjugating enzyme E2 H pseudogene 1	NG_008822	646463
CNN2P1	calponin 2 pseudogene 1		646467
RPL7AP39	ribosomal protein L7a pseudogene 39	NG_010410	646476
ADAM24P	ADAM metallopeptidase domain 24, pseudogene		646479
FABP9	fatty acid binding protein 9	NM_001080526	646480
RPL6P19	ribosomal protein L6 pseudogene 19	NG_010443	646483
FABP12	fatty acid binding protein 12	NM_001105281	646486
RPL21P70	ribosomal protein L21 pseudogene 70	NG_011366	646489
C3orf84	chromosome 3 open reading frame 84		646498
CLK3P1	CDC like kinase 3 pseudogene 1	NG_007302	646505
SPATA31E3P	SPATA31 subfamily E member 3, pseudogene	NG_022101	646507
FAM90A27P	family with sequence similarity 90 member A27, pseudogene	NR_046365	646508
SUCLA2P1	SUCLA2 pseudogene 1		646520
LINC02743	long intergenic non-protein coding RNA 2743	NR_120444	646522
HMGB1P18	high mobility group box 1 pseudogene 18	NG_022786	646526
RPS3AP44	RPS3A pseudogene 44	NG_010660	646527
YBX1P2	Y-box binding protein 1 pseudogene 2		646531
RPL19P5	ribosomal protein L19 pseudogene 5	NG_010688	646532
RPL7P10	ribosomal protein L7 pseudogene 10	NG_010722	646538
ARID3BP1	ARID3B pseudogene 1	NG_005808	646555
OSTCP3	oligosaccharyltransferase complex subunit pseudogene 3		646557
RPLP1P12	ribosomal protein lateral stalk subunit P1 pseudogene 12	NG_010867	646566
OSTCP2	oligosaccharyltransferase complex subunit pseudogene 2		646567
CHCHD3P3	coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 3	NG_030193	646572
CYP4F10P	cytochrome P450 family 4 subfamily F member 10, pseudogene		646575
HHIP-AS1	HHIP antisense RNA 1	NR_037595	646576
HMGB1P16	high mobility group box 1 pseudogene 16	NG_022656	646577
IFNWP2	interferon omega 1 pseudogene 2	NG_011585	646581
RPS4XP18	ribosomal protein S4X pseudogene 18	NG_010953	646583
LINC03007	long intergenic non-protein coding RNA 3007	NR_157808	646588
ZNF652P1	zinc finger protein 652 pseudogene 1	XM_929528	646592
UBE2CP2	ubiquitin conjugating enzyme E2 C pseudogene 2		646595
CHMP1AP1	charged multivesicular body protein 1A pseudogene 1	NG_007362	646597
IGF2BP2-AS1	IGF2BP2 antisense RNA 1	NR_027317	646600
C4orf51	chromosome 4 open reading frame 51	NM_001080531	646603
CLIC4P1	chloride intracellular channel 4 pseudogene 1	NG_021641	646609
EEF1A1P25	eukaryotic translation elongation factor 1 alpha 1 pseudogene 25		646612
BUB3P1	BUB3 mitotic checkpoint protein pseudogene 1	NG_009438	646614
TMEM183AP2	TMEM183A pseudogene 2	NG_005564	646616
ATP5MC1P3	ATP synthase membrane subunit c locus 1 pseudogene 3	NG_022220	646619
RPL3P8	ribosomal protein L3 pseudogene 8	NG_009422	646620
RPL27P4	ribosomal protein L27 pseudogene 4	NG_009593	646624
URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase		646625
BCL10-AS1	BCL10 antisense RNA 1		646626
LYPD8	LY6/PLAUR domain containing 8	NM_001085474	646627
CHCHD2P8	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 8		646630
TOMM40P3	TOMM40 pseudogene 3	NG_021878	646639
TTC39DP	tetratricopeptide repeat domain 39D, pseudogene		646640
RPL7L1P7	ribosomal protein L7 like 1 pseudogene 7	NG_022221	646641
SBK2	SH3 domain binding kinase family member 2	NM_001101401	646643
LLPHP3	LLPH pseudogene 3	NG_029252	646644
SYNDIG1L	synapse differentiation inducing 1 like	NM_001105579	646658
RPS20P26	ribosomal protein S20 pseudogene 26	NG_011349	646660
RFPL4AP1	ret finger protein like 4A pseudogene 1		646663
RPL15P20	ribosomal protein L15 pseudogene 20	NG_010064	646672
RPL23AP41	ribosomal protein L23a pseudogene 41	NG_010152	646685
RPL4P2	ribosomal protein L4 pseudogene 2	NG_010174	646688
CNN2P10	calponin 2 pseudogene 10		646693
MLXP1	MLX pseudogene 1	NG_021603	646696
ZSCAN5DP	zinc finger and SCAN domain containing 5D pseudogene	NG_033860	646698
DPPA5P4	developmental pluripotency associated 5 pseudogene 4		646701
HLA-DPA2	major histocompatibility complex, class II, DP alpha 2 (pseudogene)		646702
RPL19P4	ribosomal protein L19 pseudogene 4	NG_010288	646710
NIPBL-DT	NIPBL divergent transcript	NR_046262	646719
SINHCAFP3	SINHCAF pseudogene 3	NG_022381	646721
KRT18P31	keratin 18 pseudogene 31	NT_006576	646723
LRRC78P	leucine rich repeat containing 78, pseudogene	NR_136190	646730
RPS14P6	ribosomal protein S14 pseudogene 6	NG_010435	646737
PRSS40B	serine protease 40B (pseudogene)	NR_033930	646743
GTF3C6P3	GTF3C6 pseudogene 3	NG_022554	646745
RPS26P2	ribosomal protein S26 pseudogene 2	NG_009772	646753
TRIM64C	tripartite motif containing 64C		646754
MFAP1P1	microfibril associated protein 1 pseudogene 1		646755
PTPN2P2	PTPN2 pseudogene 2		646758
UBTFL7	UBTF like 7 (pseudogene)	NG_006986	646759
RPL35P2	ribosomal protein L35 pseudogene 2	NG_009694	646766
TRIM77BP	tripartite motif containing 77B, pseudogene		646770
PHKA1P1	phosphorylase kinase regulatory subunit alpha 1 pseudogene		646780
RPL5P6	ribosomal protein L5 pseudogene 6	NG_010665	646784
RPS10P13	ribosomal protein S10 pseudogene 13	NG_010670	646785
RPL31P37	ribosomal protein L31 pseudogene 37	NG_009411	646787
ANP32BP1	acidic nuclear phosphoprotein 32 family member B pseudogene 1		646791
SNF8P1	SNF8 pseudogene 1	NG_021553	646794
ZAR1L	zygote arrest 1 like		646799
CYP4F62P	cytochrome P450 family 4 subfamily F member 62, pseudogene		646802
LAGE3P1	L antigen family member 3 pseudogene 1	NG_030084	646808
SETSIP	SET like protein	NM_001287737	646817
RPS15AP19	ribosomal protein S15a pseudogene 19	NG_010854	646819
RPL19P19	ribosomal protein L19 pseudogene 19	NG_010859	646820
EEF1GP1	eukaryotic translation elongation factor 1 gamma pseudogene 1		646837
TPM3P8	tropomyosin 3 pseudogene 8		646839
NPM1P28	nucleophosmin 1 pseudogene 28	NG_022222	646849
FAM227A	family with sequence similarity 227 member A	NM_001013647	646851
RNF225	ring finger protein 225		646862
ZNF723	zinc finger protein 723		646864
PRELID3BP10	PRELI domain containing 3B pseudogene 10		646873
RPL12P2	ribosomal protein L12 pseudogene 2	NG_009503	646875
GAPDHP34	glyceraldehyde 3 phosphate dehydrogenase pseudogene 34	NG_011461	646877
ARL2BPP3	ADP ribosylation factor like GTPase 2 binding protein pseudogene 3	NG_022943	646879
RPL29P28	ribosomal protein L29 pseudogene 28	NG_011177	646884
AIDAP2	AIDA pseudogene 2	NG_030225	646890
ENTR1P2	ENTR1 pseudogene 2	NG_022743	646891
SH2D7	SH2 domain containing 7	NM_001101404	646892
RPL12P40	ribosomal protein L12 pseudogene 40	NG_009756	646898
RPL17P33	ribosomal protein L17 pseudogene 33	NG_011315	646909
HSPD1P9	heat shock protein family D (Hsp60) member 1 pseudogene 9		646910
RPL7P52	ribosomal protein L7 pseudogene 52	NG_009750	646912
SEPTIN7P3	septin 7 pseudogene 3	NG_008036	646913
ZNF285CP	zinc finger protein 285C, pseudogene	NR_172491	646915
ANKRD26P2	ankyrin repeat domain 26 pseudogene 2	NG_006568	646929
CTBP2P5	CTBP2 pseudogene 5	NG_021499	646936
RPS10P14	ribosomal protein S10 pseudogene 14	NG_009425	646942
RPL23P6	ribosomal protein L23 pseudogene 6	NG_010199	646949
MINDY4B	MINDY family member 4B	NM_001351281	646951
YWHAQP4	YWHAQ pseudogene 4		646954
HNRNPCP3	heterogeneous nuclear ribonucleoprotein C pseudogene 3		646956
PRSS56	serine protease 56	NM_001195129	646960
HRCT1	histidine rich carboxyl terminus 1	NM_001039792	646962
RPL26P16	ribosomal protein L26 pseudogene 16	NG_010289	646966
RALGPS2-AS1	RALGPS2 antisense RNA 1		646976
PTPN2P1	PTPN2 pseudogene 1		646981
LINC00598	long intergenic non-protein coding RNA 598	NR_024505	646982
RPS12P25	ribosomal protein S12 pseudogene 25	NG_010393	646985
HMGB3P24	high mobility group box 3 pseudogene 24		646993
